Subject	Object
ORPHANET.ORDO:1327	ORPHANET.ORDO:330206
ORPHANET.ORDO:1328	owl:Thing
ORPHANET.ORDO:132	ORPHANET.ORDO:79219
ORPHANET.ORDO:1331	ORPHANET.ORDO:271844
ORPHANET.ORDO:1331	MONDO:0023122
ORPHANET.ORDO:1333	ORPHANET.ORDO:165661
ORPHANET.ORDO:1334	ORPHANET.ORDO:183494
ORPHANET.ORDO:1334	ORPHANET.ORDO:183710
ORPHANET.ORDO:1335	ORPHANET.ORDO:330206
ORPHANET.ORDO:1336	ORPHANET.ORDO:183466
ORPHANET.ORDO:1336	ORPHANET.ORDO:308031
ORPHANET.ORDO:1338	ORPHANET.ORDO:330206
ORPHANET.ORDO:1340	ORPHANET.ORDO:102283
ORPHANET.ORDO:1340	ORPHANET.ORDO:183763
ORPHANET.ORDO:1340	ORPHANET.ORDO:79373
ORPHANET.ORDO:1340	MONDO:0020297
ORPHANET.ORDO:1342	ORPHANET.ORDO:101934
ORPHANET.ORDO:1342	ORPHANET.ORDO:228184
ORPHANET.ORDO:1342	ORPHANET.ORDO:330206
ORPHANET.ORDO:1344	ORPHANET.ORDO:101934
ORPHANET.ORDO:1344	ORPHANET.ORDO:217635
ORPHANET.ORDO:1345	ORPHANET.ORDO:217619
ORPHANET.ORDO:1349	ORPHANET.ORDO:217587
ORPHANET.ORDO:134	owl:Thing
ORPHANET.ORDO:1350	ORPHANET.ORDO:101934
ORPHANET.ORDO:1350	ORPHANET.ORDO:228184
ORPHANET.ORDO:1350	ORPHANET.ORDO:330206
ORPHANET.ORDO:1352	owl:Thing
ORPHANET.ORDO:1354	ORPHANET.ORDO:330206
ORPHANET.ORDO:1355	ORPHANET.ORDO:102283
ORPHANET.ORDO:1355	ORPHANET.ORDO:183763
ORPHANET.ORDO:1358	ORPHANET.ORDO:139039
ORPHANET.ORDO:1358	ORPHANET.ORDO:330197
ORPHANET.ORDO:1359	owl:Thing
ORPHANET.ORDO:135	ORPHANET.ORDO:68356
ORPHANET.ORDO:1361	ORPHANET.ORDO:79187
ORPHANET.ORDO:1366	ORPHANET.ORDO:307804
ORPHANET.ORDO:1366	ORPHANET.ORDO:79373
ORPHANET.ORDO:1368	ORPHANET.ORDO:183518
ORPHANET.ORDO:1368	ORPHANET.ORDO:90642
ORPHANET.ORDO:1369	ORPHANET.ORDO:217587
ORPHANET.ORDO:1369	ORPHANET.ORDO:254830
ORPHANET.ORDO:1369	ORPHANET.ORDO:352312
ORPHANET.ORDO:1369	ORPHANET.ORDO:98647
ORPHANET.ORDO:136	ORPHANET.ORDO:183503
ORPHANET.ORDO:136	ORPHANET.ORDO:371439
ORPHANET.ORDO:136	EFO:0000677
ORPHANET.ORDO:136	MONDO:0015368
ORPHANET.ORDO:1373	ORPHANET.ORDO:108987
ORPHANET.ORDO:1373	ORPHANET.ORDO:330206
ORPHANET.ORDO:1373	ORPHANET.ORDO:98641
ORPHANET.ORDO:1375	ORPHANET.ORDO:108987
ORPHANET.ORDO:1375	ORPHANET.ORDO:183763
ORPHANET.ORDO:1375	ORPHANET.ORDO:79365
ORPHANET.ORDO:1375	ORPHANET.ORDO:79373
ORPHANET.ORDO:1375	ORPHANET.ORDO:98641
ORPHANET.ORDO:137605	owl:Thing
ORPHANET.ORDO:137608	ORPHANET.ORDO:183487
ORPHANET.ORDO:137608	EFO:0009675
ORPHANET.ORDO:137608	MONDO:0024255
ORPHANET.ORDO:137622	ORPHANET.ORDO:363300
ORPHANET.ORDO:137625	ORPHANET.ORDO:217572
ORPHANET.ORDO:137625	ORPHANET.ORDO:308520
ORPHANET.ORDO:137628	ORPHANET.ORDO:156532
ORPHANET.ORDO:137631	ORPHANET.ORDO:183710
ORPHANET.ORDO:137631	ORPHANET.ORDO:264992
ORPHANET.ORDO:137631	ORPHANET.ORDO:325109
ORPHANET.ORDO:137631	ORPHANET.ORDO:325638
ORPHANET.ORDO:137634	ORPHANET.ORDO:93460
ORPHANET.ORDO:137639	ORPHANET.ORDO:289494
ORPHANET.ORDO:137653	ORPHANET.ORDO:102283
ORPHANET.ORDO:137653	ORPHANET.ORDO:269528
ORPHANET.ORDO:137658	ORPHANET.ORDO:102283
ORPHANET.ORDO:137658	ORPHANET.ORDO:269528
ORPHANET.ORDO:137667	ORPHANET.ORDO:211240
ORPHANET.ORDO:137675	ORPHANET.ORDO:101934
ORPHANET.ORDO:137675	ORPHANET.ORDO:217613
ORPHANET.ORDO:137678	owl:Thing
ORPHANET.ORDO:137681	ORPHANET.ORDO:101940
ORPHANET.ORDO:137681	ORPHANET.ORDO:35696
ORPHANET.ORDO:1376	ORPHANET.ORDO:108987
ORPHANET.ORDO:1376	ORPHANET.ORDO:281244
ORPHANET.ORDO:1376	ORPHANET.ORDO:98649
ORPHANET.ORDO:137754	ORPHANET.ORDO:308448
ORPHANET.ORDO:137754	ORPHANET.ORDO:68385
ORPHANET.ORDO:137776	ORPHANET.ORDO:294965
ORPHANET.ORDO:137776	ORPHANET.ORDO:330206
ORPHANET.ORDO:137783	ORPHANET.ORDO:294965
ORPHANET.ORDO:137783	ORPHANET.ORDO:330206
ORPHANET.ORDO:1377	ORPHANET.ORDO:108985
ORPHANET.ORDO:1377	ORPHANET.ORDO:98641
ORPHANET.ORDO:137831	ORPHANET.ORDO:269567
ORPHANET.ORDO:137831	MONDO:0020119
ORPHANET.ORDO:137834	owl:Thing
ORPHANET.ORDO:137867	owl:Thing
ORPHANET.ORDO:137871	ORPHANET.ORDO:181368
ORPHANET.ORDO:137871	ORPHANET.ORDO:181422
ORPHANET.ORDO:137888	ORPHANET.ORDO:141132
ORPHANET.ORDO:137888	ORPHANET.ORDO:183576
ORPHANET.ORDO:137893	ORPHANET.ORDO:399808
ORPHANET.ORDO:137898	ORPHANET.ORDO:182073
ORPHANET.ORDO:137898	ORPHANET.ORDO:35696
ORPHANET.ORDO:137898	ORPHANET.ORDO:68356
ORPHANET.ORDO:137902	ORPHANET.ORDO:98671
ORPHANET.ORDO:137905	ORPHANET.ORDO:98671
ORPHANET.ORDO:137908	ORPHANET.ORDO:35696
ORPHANET.ORDO:137911	ORPHANET.ORDO:180772
ORPHANET.ORDO:137	ORPHANET.ORDO:68367
ORPHANET.ORDO:138041	ORPHANET.ORDO:363294
ORPHANET.ORDO:138047	ORPHANET.ORDO:363294
ORPHANET.ORDO:138050	ORPHANET.ORDO:363294
ORPHANET.ORDO:138055	ORPHANET.ORDO:363294
ORPHANET.ORDO:138063	ORPHANET.ORDO:363294
ORPHANET.ORDO:138066	ORPHANET.ORDO:363294
ORPHANET.ORDO:1380	ORPHANET.ORDO:183763
ORPHANET.ORDO:1380	ORPHANET.ORDO:93547
ORPHANET.ORDO:1381	ORPHANET.ORDO:102283
ORPHANET.ORDO:1381	ORPHANET.ORDO:108987
ORPHANET.ORDO:1381	ORPHANET.ORDO:117573
ORPHANET.ORDO:1381	ORPHANET.ORDO:183763
ORPHANET.ORDO:1381	ORPHANET.ORDO:98641
ORPHANET.ORDO:1383	ORPHANET.ORDO:102283
ORPHANET.ORDO:1383	ORPHANET.ORDO:183763
ORPHANET.ORDO:1383	ORPHANET.ORDO:90642
ORPHANET.ORDO:1387	ORPHANET.ORDO:102283
ORPHANET.ORDO:1387	ORPHANET.ORDO:108987
ORPHANET.ORDO:1387	ORPHANET.ORDO:181387
ORPHANET.ORDO:1387	ORPHANET.ORDO:183763
ORPHANET.ORDO:1387	ORPHANET.ORDO:98641
ORPHANET.ORDO:1388	owl:Thing
ORPHANET.ORDO:1389	ORPHANET.ORDO:102283
ORPHANET.ORDO:1389	ORPHANET.ORDO:183763
ORPHANET.ORDO:138	owl:Thing
ORPHANET.ORDO:139009	ORPHANET.ORDO:183530
ORPHANET.ORDO:139027	ORPHANET.ORDO:183530
ORPHANET.ORDO:139030	ORPHANET.ORDO:183530
ORPHANET.ORDO:139039	ORPHANET.ORDO:156237
ORPHANET.ORDO:1390	ORPHANET.ORDO:330206
ORPHANET.ORDO:139373	ORPHANET.ORDO:621
ORPHANET.ORDO:139380	ORPHANET.ORDO:621
ORPHANET.ORDO:139390	ORPHANET.ORDO:1531
ORPHANET.ORDO:139393	ORPHANET.ORDO:1531
ORPHANET.ORDO:139396	owl:Thing
ORPHANET.ORDO:139399	ORPHANET.ORDO:207018
ORPHANET.ORDO:139399	ORPHANET.ORDO:43
ORPHANET.ORDO:1393	ORPHANET.ORDO:330197
ORPHANET.ORDO:1393	ORPHANET.ORDO:93454
ORPHANET.ORDO:139406	ORPHANET.ORDO:68385
ORPHANET.ORDO:139406	ORPHANET.ORDO:79225
ORPHANET.ORDO:139411	owl:Thing
ORPHANET.ORDO:139441	ORPHANET.ORDO:68356
ORPHANET.ORDO:139444	ORPHANET.ORDO:68356
ORPHANET.ORDO:139447	ORPHANET.ORDO:68356
ORPHANET.ORDO:139450	ORPHANET.ORDO:108987
ORPHANET.ORDO:139450	MONDO:0020145
ORPHANET.ORDO:139455	ORPHANET.ORDO:71862
ORPHANET.ORDO:139466	owl:Thing
ORPHANET.ORDO:139471	ORPHANET.ORDO:108987
ORPHANET.ORDO:139471	ORPHANET.ORDO:202948
ORPHANET.ORDO:139474	owl:Thing
ORPHANET.ORDO:139480	ORPHANET.ORDO:100981
ORPHANET.ORDO:139480	ORPHANET.ORDO:352306
ORPHANET.ORDO:139485	ORPHANET.ORDO:1172
ORPHANET.ORDO:139485	ORPHANET.ORDO:35656
ORPHANET.ORDO:139491	ORPHANET.ORDO:220489
ORPHANET.ORDO:1394	ORPHANET.ORDO:102283
ORPHANET.ORDO:1394	ORPHANET.ORDO:93454
ORPHANET.ORDO:139507	owl:Thing
ORPHANET.ORDO:139512	ORPHANET.ORDO:140453
ORPHANET.ORDO:139512	ORPHANET.ORDO:90642
ORPHANET.ORDO:139515	owl:Thing
ORPHANET.ORDO:139518	ORPHANET.ORDO:140465
ORPHANET.ORDO:139525	ORPHANET.ORDO:140465
ORPHANET.ORDO:139536	ORPHANET.ORDO:140465
ORPHANET.ORDO:139547	ORPHANET.ORDO:140468
ORPHANET.ORDO:139552	owl:Thing
ORPHANET.ORDO:139557	owl:Thing
ORPHANET.ORDO:139564	ORPHANET.ORDO:140474
ORPHANET.ORDO:139573	ORPHANET.ORDO:140477
ORPHANET.ORDO:139578	ORPHANET.ORDO:100981
ORPHANET.ORDO:139578	ORPHANET.ORDO:140477
ORPHANET.ORDO:139583	ORPHANET.ORDO:140471
ORPHANET.ORDO:139589	ORPHANET.ORDO:140465
ORPHANET.ORDO:1396	ORPHANET.ORDO:93547
ORPHANET.ORDO:1396	ORPHANET.ORDO:93587
ORPHANET.ORDO:1397	MONDO:0020119
ORPHANET.ORDO:1399	owl:Thing
ORPHANET.ORDO:139	owl:Thing
ORPHANET.ORDO:13	ORPHANET.ORDO:238583
ORPHANET.ORDO:140162	EFO:0000508
ORPHANET.ORDO:140436	ORPHANET.ORDO:235832
ORPHANET.ORDO:140450	ORPHANET.ORDO:98497
ORPHANET.ORDO:140450	MONDO:0024257
ORPHANET.ORDO:140453	ORPHANET.ORDO:140450
ORPHANET.ORDO:140456	ORPHANET.ORDO:140450
ORPHANET.ORDO:140459	ORPHANET.ORDO:140450
ORPHANET.ORDO:140462	ORPHANET.ORDO:140450
ORPHANET.ORDO:140465	ORPHANET.ORDO:53739
ORPHANET.ORDO:140465	MONDO:0018894
ORPHANET.ORDO:140468	ORPHANET.ORDO:53739
ORPHANET.ORDO:140468	MONDO:0018894
ORPHANET.ORDO:140471	ORPHANET.ORDO:98497
ORPHANET.ORDO:140474	ORPHANET.ORDO:140471
ORPHANET.ORDO:140477	ORPHANET.ORDO:140471
ORPHANET.ORDO:140481	ORPHANET.ORDO:140453
ORPHANET.ORDO:1406	owl:Thing
ORPHANET.ORDO:140874	owl:Thing
ORPHANET.ORDO:1408	ORPHANET.ORDO:183763
ORPHANET.ORDO:1408	ORPHANET.ORDO:79367
ORPHANET.ORDO:140905	ORPHANET.ORDO:181428
ORPHANET.ORDO:140908	ORPHANET.ORDO:69028
ORPHANET.ORDO:140917	ORPHANET.ORDO:90642
ORPHANET.ORDO:140922	ORPHANET.ORDO:102015
ORPHANET.ORDO:140922	ORPHANET.ORDO:209053
ORPHANET.ORDO:140927	ORPHANET.ORDO:166311
ORPHANET.ORDO:140927	ORPHANET.ORDO:166475
ORPHANET.ORDO:140933	MONDO:0019276
ORPHANET.ORDO:140936	owl:Thing
ORPHANET.ORDO:140941	ORPHANET.ORDO:181393
ORPHANET.ORDO:140944	ORPHANET.ORDO:183487
ORPHANET.ORDO:140944	EFO:0009675
ORPHANET.ORDO:140944	MONDO:0024255
ORPHANET.ORDO:140952	ORPHANET.ORDO:117573
ORPHANET.ORDO:140952	ORPHANET.ORDO:294959
ORPHANET.ORDO:140952	ORPHANET.ORDO:330206
ORPHANET.ORDO:140957	ORPHANET.ORDO:220452
ORPHANET.ORDO:140963	ORPHANET.ORDO:139039
ORPHANET.ORDO:140963	ORPHANET.ORDO:90642
ORPHANET.ORDO:140966	ORPHANET.ORDO:98356
ORPHANET.ORDO:140969	owl:Thing
ORPHANET.ORDO:140976	owl:Thing
ORPHANET.ORDO:140989	ORPHANET.ORDO:183503
ORPHANET.ORDO:140997	ORPHANET.ORDO:156215
ORPHANET.ORDO:140997	ORPHANET.ORDO:156237
ORPHANET.ORDO:140997	ORPHANET.ORDO:183576
ORPHANET.ORDO:140997	ORPHANET.ORDO:294959
ORPHANET.ORDO:1409	ORPHANET.ORDO:79367
ORPHANET.ORDO:140	ORPHANET.ORDO:325638
ORPHANET.ORDO:140	ORPHANET.ORDO:330197
ORPHANET.ORDO:140	ORPHANET.ORDO:93439
ORPHANET.ORDO:140	ORPHANET.ORDO:98087
ORPHANET.ORDO:141000	ORPHANET.ORDO:140997
ORPHANET.ORDO:141007	ORPHANET.ORDO:140997
ORPHANET.ORDO:1410	ORPHANET.ORDO:79366
ORPHANET.ORDO:141118	ORPHANET.ORDO:199647
ORPHANET.ORDO:141127	ORPHANET.ORDO:156252
ORPHANET.ORDO:141132	ORPHANET.ORDO:155896
ORPHANET.ORDO:141136	ORPHANET.ORDO:141132
ORPHANET.ORDO:141145	ORPHANET.ORDO:156207
ORPHANET.ORDO:141152	ORPHANET.ORDO:156212
ORPHANET.ORDO:141163	ORPHANET.ORDO:2749
ORPHANET.ORDO:141253	ORPHANET.ORDO:183583
ORPHANET.ORDO:141258	owl:Thing
ORPHANET.ORDO:141261	owl:Thing
ORPHANET.ORDO:141265	owl:Thing
ORPHANET.ORDO:141269	ORPHANET.ORDO:183583
ORPHANET.ORDO:141276	ORPHANET.ORDO:141269
ORPHANET.ORDO:1412	ORPHANET.ORDO:93459
ORPHANET.ORDO:141327	ORPHANET.ORDO:140997
ORPHANET.ORDO:141330	ORPHANET.ORDO:140997
ORPHANET.ORDO:141333	owl:Thing
ORPHANET.ORDO:1414	ORPHANET.ORDO:156604
ORPHANET.ORDO:1414	ORPHANET.ORDO:89832
ORPHANET.ORDO:1414	MONDO:0024255
ORPHANET.ORDO:141	owl:Thing
ORPHANET.ORDO:1420	ORPHANET.ORDO:93465
ORPHANET.ORDO:1421	ORPHANET.ORDO:93465
ORPHANET.ORDO:1422	ORPHANET.ORDO:325638
ORPHANET.ORDO:1422	ORPHANET.ORDO:364536
ORPHANET.ORDO:1422	ORPHANET.ORDO:98087
ORPHANET.ORDO:1423	ORPHANET.ORDO:93465
ORPHANET.ORDO:1425	ORPHANET.ORDO:139030
ORPHANET.ORDO:1425	ORPHANET.ORDO:93441
ORPHANET.ORDO:1426	owl:Thing
ORPHANET.ORDO:1427	ORPHANET.ORDO:253
ORPHANET.ORDO:1427	ORPHANET.ORDO:93421
ORPHANET.ORDO:1427	ORPHANET.ORDO:93422
ORPHANET.ORDO:1428	ORPHANET.ORDO:93455
ORPHANET.ORDO:1429	ORPHANET.ORDO:306719
ORPHANET.ORDO:1429	MONDO:0015548
ORPHANET.ORDO:1431	ORPHANET.ORDO:200037
ORPHANET.ORDO:1433	ORPHANET.ORDO:79373
ORPHANET.ORDO:1434	ORPHANET.ORDO:98662
ORPHANET.ORDO:1435	ORPHANET.ORDO:240371
ORPHANET.ORDO:1435	ORPHANET.ORDO:90642
ORPHANET.ORDO:1435	ORPHANET.ORDO:98662
ORPHANET.ORDO:1436	ORPHANET.ORDO:117573
ORPHANET.ORDO:1436	ORPHANET.ORDO:93434
ORPHANET.ORDO:1436	MONDO:0020119
ORPHANET.ORDO:1437	ORPHANET.ORDO:363203
ORPHANET.ORDO:1438	ORPHANET.ORDO:363203
ORPHANET.ORDO:1439	ORPHANET.ORDO:363203
ORPHANET.ORDO:1440	ORPHANET.ORDO:363203
ORPHANET.ORDO:1441	ORPHANET.ORDO:363203
ORPHANET.ORDO:1442	ORPHANET.ORDO:363203
ORPHANET.ORDO:1443	ORPHANET.ORDO:363203
ORPHANET.ORDO:1444	ORPHANET.ORDO:363203
ORPHANET.ORDO:1445	ORPHANET.ORDO:363203
ORPHANET.ORDO:1446	ORPHANET.ORDO:363203
ORPHANET.ORDO:1447	ORPHANET.ORDO:363203
ORPHANET.ORDO:1448	ORPHANET.ORDO:363203
ORPHANET.ORDO:1449	ORPHANET.ORDO:363203
ORPHANET.ORDO:144	owl:Thing
ORPHANET.ORDO:1450	owl:Thing
ORPHANET.ORDO:1451	owl:Thing
ORPHANET.ORDO:1452	ORPHANET.ORDO:183542
ORPHANET.ORDO:1452	ORPHANET.ORDO:93451
ORPHANET.ORDO:1453	ORPHANET.ORDO:93438
ORPHANET.ORDO:1454	ORPHANET.ORDO:269567
ORPHANET.ORDO:1454	ORPHANET.ORDO:330197
ORPHANET.ORDO:1454	MONDO:0015369
ORPHANET.ORDO:1458	owl:Thing
ORPHANET.ORDO:145	ORPHANET.ORDO:213517
ORPHANET.ORDO:145	ORPHANET.ORDO:227535
ORPHANET.ORDO:145	ORPHANET.ORDO:398934
ORPHANET.ORDO:145	EFO:0005771
ORPHANET.ORDO:1460	ORPHANET.ORDO:254846
ORPHANET.ORDO:1465	owl:Thing
ORPHANET.ORDO:1466	owl:Thing
ORPHANET.ORDO:1471	MONDO:0019118
ORPHANET.ORDO:1473	ORPHANET.ORDO:102283
ORPHANET.ORDO:1473	ORPHANET.ORDO:139039
ORPHANET.ORDO:1473	ORPHANET.ORDO:183763
ORPHANET.ORDO:1475	ORPHANET.ORDO:108987
ORPHANET.ORDO:1475	ORPHANET.ORDO:93547
ORPHANET.ORDO:1475	MONDO:0020145
ORPHANET.ORDO:1478	owl:Thing
ORPHANET.ORDO:1479	ORPHANET.ORDO:101934
ORPHANET.ORDO:1479	ORPHANET.ORDO:156532
ORPHANET.ORDO:147	owl:Thing
ORPHANET.ORDO:1480	ORPHANET.ORDO:271853
ORPHANET.ORDO:1480	EFO:0003777
ORPHANET.ORDO:1484	ORPHANET.ORDO:139039
ORPHANET.ORDO:1484	ORPHANET.ORDO:183763
ORPHANET.ORDO:1484	ORPHANET.ORDO:79373
ORPHANET.ORDO:1485	ORPHANET.ORDO:1037
ORPHANET.ORDO:1486	ORPHANET.ORDO:108993
ORPHANET.ORDO:1486	ORPHANET.ORDO:294965
ORPHANET.ORDO:1486	ORPHANET.ORDO:330206
ORPHANET.ORDO:1487	owl:Thing
ORPHANET.ORDO:1488	owl:Thing
ORPHANET.ORDO:148	ORPHANET.ORDO:79163
ORPHANET.ORDO:148	ORPHANET.ORDO:79387
ORPHANET.ORDO:1490	ORPHANET.ORDO:90642
ORPHANET.ORDO:1490	ORPHANET.ORDO:98628
ORPHANET.ORDO:1493	owl:Thing
ORPHANET.ORDO:1495	ORPHANET.ORDO:102283
ORPHANET.ORDO:1495	ORPHANET.ORDO:183763
ORPHANET.ORDO:1495	ORPHANET.ORDO:269573
ORPHANET.ORDO:1496	ORPHANET.ORDO:207012
ORPHANET.ORDO:1496	ORPHANET.ORDO:269573
ORPHANET.ORDO:1497	owl:Thing
ORPHANET.ORDO:14	ORPHANET.ORDO:207018
ORPHANET.ORDO:14	ORPHANET.ORDO:31154
ORPHANET.ORDO:14	ORPHANET.ORDO:363306
ORPHANET.ORDO:14	ORPHANET.ORDO:68385
ORPHANET.ORDO:14	ORPHANET.ORDO:98096
ORPHANET.ORDO:14	ORPHANET.ORDO:98366
ORPHANET.ORDO:14	ORPHANET.ORDO:98713
ORPHANET.ORDO:1505	ORPHANET.ORDO:93426
ORPHANET.ORDO:1506	ORPHANET.ORDO:93440
ORPHANET.ORDO:1507	MONDO:0019978
ORPHANET.ORDO:1508	ORPHANET.ORDO:93441
ORPHANET.ORDO:1509	ORPHANET.ORDO:93455
ORPHANET.ORDO:1512	owl:Thing
ORPHANET.ORDO:1513	ORPHANET.ORDO:183542
ORPHANET.ORDO:1513	ORPHANET.ORDO:93444
ORPHANET.ORDO:1514	ORPHANET.ORDO:102283
ORPHANET.ORDO:1514	ORPHANET.ORDO:183763
ORPHANET.ORDO:1515	ORPHANET.ORDO:139393
ORPHANET.ORDO:1515	ORPHANET.ORDO:1505
ORPHANET.ORDO:1515	ORPHANET.ORDO:79373
ORPHANET.ORDO:1515	ORPHANET.ORDO:93547
ORPHANET.ORDO:1516	ORPHANET.ORDO:183542
ORPHANET.ORDO:1517	ORPHANET.ORDO:330197
ORPHANET.ORDO:1517	ORPHANET.ORDO:93453
ORPHANET.ORDO:1519	ORPHANET.ORDO:250
ORPHANET.ORDO:1519	ORPHANET.ORDO:330206
ORPHANET.ORDO:1520	ORPHANET.ORDO:250
ORPHANET.ORDO:1520	ORPHANET.ORDO:364574
ORPHANET.ORDO:1520	MONDO:0020119
ORPHANET.ORDO:1521	ORPHANET.ORDO:250
ORPHANET.ORDO:1522	ORPHANET.ORDO:93444
ORPHANET.ORDO:1524	ORPHANET.ORDO:139393
ORPHANET.ORDO:1525	ORPHANET.ORDO:248095
ORPHANET.ORDO:1527	ORPHANET.ORDO:139393
ORPHANET.ORDO:1527	ORPHANET.ORDO:294959
ORPHANET.ORDO:1528	ORPHANET.ORDO:102010
ORPHANET.ORDO:1528	ORPHANET.ORDO:139393
ORPHANET.ORDO:1529	ORPHANET.ORDO:330206
ORPHANET.ORDO:1529	ORPHANET.ORDO:90642
ORPHANET.ORDO:1530	ORPHANET.ORDO:139393
ORPHANET.ORDO:1531	ORPHANET.ORDO:183542
ORPHANET.ORDO:1531	ORPHANET.ORDO:404568
ORPHANET.ORDO:1532	ORPHANET.ORDO:183763
ORPHANET.ORDO:1533	ORPHANET.ORDO:139393
ORPHANET.ORDO:1535	owl:Thing
ORPHANET.ORDO:1538	ORPHANET.ORDO:169163
ORPHANET.ORDO:1538	ORPHANET.ORDO:269570
ORPHANET.ORDO:1540	owl:Thing
ORPHANET.ORDO:1541	ORPHANET.ORDO:139393
ORPHANET.ORDO:1545	ORPHANET.ORDO:401993
ORPHANET.ORDO:1547	ORPHANET.ORDO:330206
ORPHANET.ORDO:1548	ORPHANET.ORDO:102283
ORPHANET.ORDO:1548	ORPHANET.ORDO:183763
ORPHANET.ORDO:154	ORPHANET.ORDO:207085
ORPHANET.ORDO:154	ORPHANET.ORDO:217607
ORPHANET.ORDO:1551	ORPHANET.ORDO:309839
ORPHANET.ORDO:1552	owl:Thing
ORPHANET.ORDO:1553	owl:Thing
ORPHANET.ORDO:1555	ORPHANET.ORDO:139393
ORPHANET.ORDO:1555	ORPHANET.ORDO:330206
ORPHANET.ORDO:1555	MONDO:0019276
ORPHANET.ORDO:155884	ORPHANET.ORDO:141253
ORPHANET.ORDO:155889	ORPHANET.ORDO:141253
ORPHANET.ORDO:155896	ORPHANET.ORDO:96333
ORPHANET.ORDO:155899	ORPHANET.ORDO:155896
ORPHANET.ORDO:156005	ORPHANET.ORDO:359
ORPHANET.ORDO:156071	ORPHANET.ORDO:101435
ORPHANET.ORDO:156071	EFO:0009464
ORPHANET.ORDO:156156	ORPHANET.ORDO:98305
ORPHANET.ORDO:156159	ORPHANET.ORDO:391799
ORPHANET.ORDO:1561	owl:Thing
ORPHANET.ORDO:156202	ORPHANET.ORDO:155896
ORPHANET.ORDO:156207	ORPHANET.ORDO:183583
ORPHANET.ORDO:156212	ORPHANET.ORDO:183583
ORPHANET.ORDO:156215	ORPHANET.ORDO:156212
ORPHANET.ORDO:156224	ORPHANET.ORDO:183583
ORPHANET.ORDO:156237	ORPHANET.ORDO:96333
ORPHANET.ORDO:156249	ORPHANET.ORDO:96333
ORPHANET.ORDO:156252	ORPHANET.ORDO:96333
ORPHANET.ORDO:1562	ORPHANET.ORDO:93444
ORPHANET.ORDO:1563	owl:Thing
ORPHANET.ORDO:156532	ORPHANET.ORDO:98054
ORPHANET.ORDO:156601	EFO:0000508
ORPHANET.ORDO:156601	EFO:0010284
ORPHANET.ORDO:156604	ORPHANET.ORDO:156601
ORPHANET.ORDO:156607	ORPHANET.ORDO:156601
ORPHANET.ORDO:156607	MONDO:0015509
ORPHANET.ORDO:156610	EFO:0000508
ORPHANET.ORDO:156610	EFO:0000684
ORPHANET.ORDO:156619	EFO:0000508
ORPHANET.ORDO:156622	ORPHANET.ORDO:156619
ORPHANET.ORDO:156629	ORPHANET.ORDO:98056
ORPHANET.ORDO:156638	EFO:0000508
ORPHANET.ORDO:156638	EFO:0001379
ORPHANET.ORDO:1566	ORPHANET.ORDO:294959
ORPHANET.ORDO:156728	ORPHANET.ORDO:253
ORPHANET.ORDO:156731	ORPHANET.ORDO:253
ORPHANET.ORDO:1568	ORPHANET.ORDO:269567
ORPHANET.ORDO:1568	ORPHANET.ORDO:85317
ORPHANET.ORDO:156	ORPHANET.ORDO:309130
ORPHANET.ORDO:1570	ORPHANET.ORDO:294937
ORPHANET.ORDO:1571	owl:Thing
ORPHANET.ORDO:157215	ORPHANET.ORDO:437
ORPHANET.ORDO:1572	ORPHANET.ORDO:101977
ORPHANET.ORDO:1572	ORPHANET.ORDO:140162
ORPHANET.ORDO:1573	ORPHANET.ORDO:79373
ORPHANET.ORDO:1573	ORPHANET.ORDO:98666
ORPHANET.ORDO:1574	ORPHANET.ORDO:108985
ORPHANET.ORDO:1574	ORPHANET.ORDO:71862
ORPHANET.ORDO:1576	ORPHANET.ORDO:183763
ORPHANET.ORDO:1576	ORPHANET.ORDO:307058
ORPHANET.ORDO:157713	ORPHANET.ORDO:135
ORPHANET.ORDO:157716	ORPHANET.ORDO:135
ORPHANET.ORDO:157719	ORPHANET.ORDO:135
ORPHANET.ORDO:157769	ORPHANET.ORDO:271853
ORPHANET.ORDO:157788	owl:Thing
ORPHANET.ORDO:157794	ORPHANET.ORDO:140162
ORPHANET.ORDO:157794	ORPHANET.ORDO:363314
ORPHANET.ORDO:157798	ORPHANET.ORDO:140162
ORPHANET.ORDO:157798	ORPHANET.ORDO:363314
ORPHANET.ORDO:157798	EFO:0000536
ORPHANET.ORDO:157801	ORPHANET.ORDO:90025
ORPHANET.ORDO:157808	ORPHANET.ORDO:109011
ORPHANET.ORDO:157808	ORPHANET.ORDO:404571
ORPHANET.ORDO:157820	ORPHANET.ORDO:401993
ORPHANET.ORDO:157846	ORPHANET.ORDO:309842
ORPHANET.ORDO:157846	ORPHANET.ORDO:385
ORPHANET.ORDO:157846	MONDO:0015548
ORPHANET.ORDO:157850	ORPHANET.ORDO:263440
ORPHANET.ORDO:157850	ORPHANET.ORDO:309833
ORPHANET.ORDO:157850	ORPHANET.ORDO:352306
ORPHANET.ORDO:157850	ORPHANET.ORDO:385
ORPHANET.ORDO:157850	ORPHANET.ORDO:98661
ORPHANET.ORDO:157850	ORPHANET.ORDO:98713
ORPHANET.ORDO:157850	EFO:0005596
ORPHANET.ORDO:1578	ORPHANET.ORDO:238583
ORPHANET.ORDO:157941	owl:Thing
ORPHANET.ORDO:157946	owl:Thing
